hora,metaf,aero
1665597600000,"METAF SBKP 121800Z  28009KT CAVOK 30/14 Q1013=
",SBKP
1665601200000,"METAF SBKP 121900Z  27007KT CAVOK 30/13 Q1011=
",SBKP
1665604800000,"METAF SBKP 122000Z  28005KT CAVOK 29/13 Q1010=
",SBKP
1665608400000,"METAF SBKP 122100Z  25003KT CAVOK 28/14 Q1014=
",SBKP
1665612000000,"METAF SBKP 122200Z  24005KT CAVOK 26/14 Q1013=
",SBKP
1665615600000,"METAF SBKP 122300Z  22006KT CAVOK 26/14 Q1013=
",SBKP
1665619200000,"METAF SBKP 130000Z  11010KT CAVOK 21/16 Q1016=
",SBKP
1665622800000,"METAF SBKP 130100Z  11012KT CAVOK 21/16 Q1015=
",SBKP
1665626400000,"METAF SBKP 130200Z  11011KT 8000       FEW033   20/16 Q1012=
",SBKP
1665630000000,"METAF SBKP 130300Z  10013KT CAVOK 20/16 Q1017=
",SBKP
1665633600000,"METAF SBKP 130400Z  11009KT CAVOK 20/15 Q1015=
",SBKP
1665637200000,"METAF SBKP 130500Z  11008KT CAVOK 19/15 Q1013=
",SBKP
1665640800000,"METAF SBKP 130600Z  10004KT CAVOK 19/15 Q1014=
",SBKP
1665644400000,"METAF SBKP 130700Z 09004KT CAVOK 18/14 Q1013=
",SBKP
1665648000000,"METAF SBKP 130800Z 07003KT CAVOK 18/14 Q1013=
",SBKP
1665651600000,"METAF SBKP 130900Z 09004KT CAVOK 18/13 Q1018=
",SBKP
1665655200000,"METAF SBKP 131000Z 06005KT CAVOK 22/13 Q1016=
",SBKP
1665658800000,"METAF SBKP 131100Z  35004KT CAVOK 25/11 Q1017=
",SBKP
1665662400000,"METAF SBKP 131200Z  34007KT CAVOK 26/12 Q1019=
",SBKP
1665666000000,"METAF SBKP 131300Z  34007KT CAVOK 28/11 Q1017=
",SBKP
1665669600000,"METAF SBKP 131400Z  33009KT CAVOK 30/10 Q1016=
",SBKP
1665673200000,"METAF SBKP 131500Z  33009KT CAVOK 31/10 Q1018=
",SBKP
1665676800000,"METAF SBKP 131600Z  33009KT CAVOK 32/09 Q1015=
",SBKP
1665680400000,"METAF SBKP 131700Z  34009KT CAVOK 32/08 Q1012=
",SBKP
1665684000000,"METAF SBKP 131800Z  32010KT CAVOK 33/09 Q1012=
",SBKP
1665687600000,"METAF SBKP 131900Z  31007KT CAVOK 33/09 Q1010=
",SBKP
1665691200000,"METAF SBKP 132000Z  31008KT CAVOK 32/09 Q1009=
",SBKP
1665694800000,"METAF SBKP 132100Z  28007KT CAVOK 30/12 Q1015=
",SBKP
1665698400000,"METAF SBKP 132200Z  23006KT CAVOK 26/14 Q1013=
",SBKP
1665702000000,"METAF SBKP 132300Z  19009KT CAVOK 25/16 Q1014=
",SBKP
1665705600000,"METAF SBKP 140000Z  12012KT CAVOK 22/15 Q1017=
",SBKP
1665709200000,"METAF SBKP 140100Z  12013KT CAVOK 21/15 Q1016=
",SBKP
1665712800000,"METAF SBKP 140200Z  12012KT CAVOK 20/15 Q1013=
",SBKP
1665716400000,"METAF SBKP 140300Z  13013KT CAVOK 20/15 Q1018=
",SBKP
1665720000000,"METAF SBKP 140400Z  12014KT 8000       FEW033   19/15 Q1016=
",SBKP
1665723600000,"METAF SBKP 140500Z  12014KT 6000       SCT033   18/15 Q1014=
",SBKP
1665727200000,"METAF SBKP 140600Z  11008KT 7000       FEW033   18/14 Q1017=
",SBKP
1665730800000,"METAF SBKP 140700Z  10009KT CAVOK 18/14 Q1014=
",SBKP
1665734400000,"METAF SBKP 140800Z 07007KT CAVOK 18/12 Q1014=
",SBKP
1665738000000,"METAF SBKP 140900Z 07005KT CAVOK 18/10 Q1019=
",SBKP
1665741600000,"METAF SBKP 141000Z 03006KT CAVOK 23/10 Q1017=
",SBKP
1665745200000,"METAF SBKP 141100Z 02005KT CAVOK 26/10 Q1017=
",SBKP
1665748800000,"METAF SBKP 141200Z 01010KT CAVOK 28/09 Q1021=
",SBKP
1665752400000,"METAF SBKP 141300Z  35008KT CAVOK 29/09 Q1017=
",SBKP
1665756000000,"METAF SBKP 141400Z  34008KT CAVOK 30/08 Q1016=
",SBKP
1665759600000,"METAF SBKP 141500Z  32007KT CAVOK 32/07 Q1019=
",SBKP
1665763200000,"METAF SBKP 141600Z  31005KT CAVOK 32/07 Q1016=
",SBKP
1665766800000,"METAF SBKP 141700Z  28004KT CAVOK 33/06 Q1014=
",SBKP
1665770400000,"METAF SBKP 141800Z  22006KT CAVOK 33/09 Q1016=
",SBKP
1665774000000,"METAF SBKP 141900Z  19010KT CAVOK 31/12 Q1012=
",SBKP
1665777600000,"METAF SBKP 142000Z  15017KT CAVOK 27/18 Q1014=
",SBKP
1665781200000,"METAF SBKP 142100Z  14018KT CAVOK 24/17 Q1019=
",SBKP
1665784800000,"METAF SBKP 142200Z  13019KT 9999       SCT033   21/16 Q1017=
",SBKP
1665788400000,"METAF SBKP 142300Z  13020KT 9000       BKN033   20/15 Q1017=
",SBKP
1665792000000,"METAF SBKP 150000Z  14017KT 6000       BKN033   19/16 Q1022=
",SBKP
1665795600000,"METAF SBKP 150100Z  14017KT 4000     BR OVC033   18/16 Q1017=
",SBKP
1665799200000,"METAF SBKP 150200Z  13015KT 1000     BR OVC033   17/16 Q1018=
",SBKP
1665802800000,"METAF SBKP 150300Z  14015KT 1000     BR OVC033   17/16 Q1024=
",SBKP
1665806400000,"METAF SBKP 150400Z  13015KT 2000     BR OVC033   17/16 Q1021=
",SBKP
1665810000000,"METAF SBKP 150500Z  13014KT 2000     BR OVC033   17/16 Q1018=
",SBKP
1665813600000,"METAF SBKP 150600Z  13011KT 3000     BR BKN033   18/16 Q1022=
",SBKP
1665817200000,"METAF SBKP 150700Z  12013KT 2000     BR BKN033   17/15 Q1016=
",SBKP
1665820800000,"METAF SBKP 150800Z  13011KT 1000     BR OVC033   17/15 Q1017=
",SBKP
1665824400000,"METAF SBKP 150900Z  13014KT 2000     BR OVC033   17/16 Q1024=
",SBKP
1665828000000,"METAF SBKP 151000Z  13018KT 5000     BR OVC011   19/16 Q1021=
",SBKP
1665831600000,"METAF SBKP 151100Z  13018KT 9999       BKN020   22/16 Q1020=
",SBKP
1665835200000,"METAF SBKP 151200Z  10007KT CAVOK 24/15 Q1024=
",SBKP
1665838800000,"METAF SBKP 151300Z  13003KT 9999       FEW033   26/15 Q1019=
",SBKP
1665842400000,"METAF SBKP 151400Z  19005KT CAVOK 27/15 Q1020=
",SBKP
1665846000000,"METAF SBKP 151500Z  18009KT CAVOK 28/16 Q1023=
",SBKP
1665849600000,"METAF SBKP 151600Z  16009KT CAVOK 28/16 Q1018=
",SBKP
1665853200000,"METAF SBKP 151700Z  15014KT 9999    RA  FEW033   28/17 Q1017=
",SBKP
1665856800000,"METAF SBKP 151800Z  18010KT CAVOK 29/15 Q1019=
",SBKP
1665860400000,"METAF SBKP 151900Z  14013KT 9999  - RA  FEW033   27/17 Q1014=
",SBKP
1665864000000,"METAF SBKP 152000Z 09013KT 6000  -TSRA  BKN015 FEW030CB 22/19 Q1016=
",SBKP
1665867600000,"METAF SBKP 152100Z  13017KT 9999  - RA  SCT023   23/18 Q1020=
",SBKP
1665871200000,"METAF SBKP 152200Z  11018KT 8000       BKN018   21/17 Q1018=
",SBKP
1665874800000,"METAF SBKP 152300Z  11019KT 8000       SCT033   20/16 Q1018=
",SBKP
1665878400000,"METAF SBKP 160000Z  12013KT 6000       SCT033   20/17 Q1022=
",SBKP
1665882000000,"METAF SBKP 160100Z  12015KT 4000     BR BKN033   19/16 Q1016=
",SBKP
1665885600000,"METAF SBKP 160200Z  11013KT 4000     BR SCT033   19/16 Q1017=
",SBKP
1665889200000,"METAF SBKP 160300Z  11014KT 5000     BR SCT033   18/16 Q1021=
",SBKP
1665892800000,"METAF SBKP 160400Z  11014KT 4000     BR BKN033   17/15 Q1017=
",SBKP
1665896400000,"METAF SBKP 160500Z  11015KT 3000     BR BKN033   17/15 Q1015=
",SBKP
1665900000000,"METAF SBKP 160600Z  10006KT 4000     BR FEW033   17/15 Q1018=
",SBKP
1665903600000,"METAF SBKP 160700Z  10006KT 4000     BR SCT033   17/15 Q1013=
",SBKP
1665907200000,"METAF SBKP 160800Z 09006KT 5000     BR FEW033   17/14 Q1014=
",SBKP
1665910800000,"METAF SBKP 160900Z 09006KT 6000       FEW033   17/14 Q1018=
",SBKP
1665914400000,"METAF SBKP 161000Z 08007KT CAVOK 19/14 Q1016=
",SBKP
1665918000000,"METAF SBKP 161100Z 08006KT CAVOK 22/14 Q1016=
",SBKP
1665921600000,"METAF SBKP 161200Z  36005KT CAVOK 24/15 Q1019=
",SBKP
1665925200000,"METAF SBKP 161300Z  35006KT CAVOK 26/14 Q1015=
",SBKP
1665928800000,"METAF SBKP 161400Z  34007KT CAVOK 28/13 Q1014=
",SBKP
1665932400000,"METAF SBKP 161500Z  31006KT CAVOK 29/12 Q1017=
",SBKP
1665936000000,"METAF SBKP 161600Z  30006KT CAVOK 30/12 Q1013=
",SBKP
1665939600000,"METAF SBKP 161700Z  28007KT CAVOK 31/11 Q1011=
",SBKP
1665943200000,"METAF SBKP 161800Z  27006KT CAVOK 30/13 Q1013=
",SBKP
1665946800000,"METAF SBKP 161900Z  25006KT CAVOK 30/13 Q1008=
",SBKP
1665950400000,"METAF SBKP 162000Z  23005KT CAVOK 30/13 Q1009=
",SBKP
1665954000000,"METAF SBKP 162100Z  16010KT CAVOK 28/15 Q1014=
",SBKP
1665957600000,"METAF SBKP 162200Z  12012KT CAVOK 24/16 Q1013=
",SBKP
1665961200000,"METAF SBKP 162300Z  27013KT 8000    RA  FEW019   22/18 Q1015=
",SBKP
1665964800000,"METAF SBKP 170000Z  11012KT CAVOK 21/16 Q1018=
",SBKP
1665968400000,"METAF SBKP 170100Z  12011KT CAVOK 20/16 Q1014=
",SBKP
1665972000000,"METAF SBKP 170200Z  12009KT CAVOK 20/15 Q1014=
",SBKP
1665975600000,"METAF SBKP 170300Z  11011KT CAVOK 20/16 Q1018=
",SBKP
1665979200000,"METAF SBKP 170400Z  11011KT 8000       FEW033   20/16 Q1015=
",SBKP
1665982800000,"METAF SBKP 170500Z  13003KT 3000     BR BKN021   18/16 Q1013=
",SBKP
1665986400000,"METAF SBKP 170600Z  10006KT 5000     BR FEW033   18/15 Q1017=
",SBKP
1665990000000,"METAF SBKP 170700Z  11009KT 5000     BR SCT033   18/15 Q1011=
",SBKP
1665993600000,"METAF SBKP 170800Z  10007KT 4000     BR FEW033   17/15 Q1012=
",SBKP
1665997200000,"METAF SBKP 170900Z  11007KT 5000     BR FEW033   17/15 Q1018=
",SBKP
1666000800000,"METAF SBKP 171000Z  10008KT CAVOK 20/14 Q1016=
",SBKP
1666004400000,"METAF SBKP 171100Z  10005KT CAVOK 23/12 Q1014=
",SBKP
1666008000000,"METAF SBKP 171200Z 04003KT CAVOK 26/09 Q1019=
",SBKP
1666011600000,"METAF SBKP 171300Z  34003KT CAVOK 27/09 Q1014=
",SBKP
1666015200000,"METAF SBKP 171400Z  31004KT CAVOK 28/09 Q1013=
",SBKP
1666018800000,"METAF SBKP 171500Z  28004KT CAVOK 30/10 Q1017=
",SBKP
1666022400000,"METAF SBKP 171600Z  26005KT CAVOK 30/10 Q1013=
",SBKP
1666026000000,"METAF SBKP 171700Z  25006KT CAVOK 31/11 Q1010=
",SBKP
1666029600000,"METAF SBKP 171800Z  25005KT CAVOK 31/12 Q1013=
",SBKP
1666033200000,"METAF SBKP 171900Z  24004KT CAVOK 31/12 Q1007=
",SBKP
1666036800000,"METAF SBKP 172000Z  16010KT CAVOK 30/14 Q1008=
",SBKP
1666040400000,"METAF SBKP 172100Z  13015KT CAVOK 27/17 Q1015=
",SBKP
1666044000000,"METAF SBKP 172200Z  13017KT CAVOK 24/16 Q1013=
",SBKP
1666047600000,"METAF SBKP 172300Z  12016KT CAVOK 22/16 Q1012=
",SBKP
1666051200000,"METAF SBKP 180000Z  12017KT 9999       FEW033   20/15 Q1019=
",SBKP
1666054800000,"METAF SBKP 180100Z  12018KT 9999       FEW033   18/14 Q1014=
",SBKP
1666058400000,"METAF SBKP 180200Z  12018KT 9000       FEW033   18/14 Q1013=
",SBKP
1666062000000,"METAF SBKP 180300Z  12018KT 9000       FEW033   18/14 Q1019=
",SBKP
1666065600000,"METAF SBKP 180400Z  12018KT 6000       SCT033   18/14 Q1016=
",SBKP
1666069200000,"METAF SBKP 180500Z  12018KT 4000     BR BKN033   17/15 Q1013=
",SBKP
1666072800000,"METAF SBKP 180600Z  12017KT 5000     BR BKN033   17/15 Q1018=
",SBKP
1666076400000,"METAF SBKP 180700Z  12016KT 3000     BR BKN033   17/15 Q1012=
",SBKP
1666080000000,"METAF SBKP 180800Z  11014KT 2000     BR BKN033   17/15 Q1013=
",SBKP
1666083600000,"METAF SBKP 180900Z  10012KT 3000     BR BKN033   17/15 Q1019=
",SBKP
1666087200000,"METAF SBKP 181000Z  11011KT 7000       SCT033   19/15 Q1017=
",SBKP
1666090800000,"METAF SBKP 181100Z  10010KT CAVOK 22/15 Q1015=
",SBKP
1666094400000,"METAF SBKP 181200Z 07010KT CAVOK 25/15 Q1020=
",SBKP
1666098000000,"METAF SBKP 181300Z 05006KT CAVOK 28/14 Q1015=
",SBKP
1666101600000,"METAF SBKP 181400Z  35007KT CAVOK 30/12 Q1014=
",SBKP
1666105200000,"METAF SBKP 181500Z  28010KT CAVOK 30/13 Q1018=
",SBKP
1666108800000,"METAF SBKP 181600Z  25011KT CAVOK 29/15 Q1015=
",SBKP
1666112400000,"METAF SBKP 181700Z  19013KT 9999  -TSRA   FEW030CB 27/18 Q1013=
",SBKP
1666116000000,"METAF SBKP 181800Z  13007KT CAVOK 28/16 Q1017=
",SBKP
1666119600000,"METAF SBKP 181900Z  13013KT 9999  -TSRA  SCT033 FEW030CB 27/17 Q1012=
",SBKP
1666123200000,"METAF SBKP 182000Z  13011KT 9999  -TSRA  SCT033 FEW030CB 26/17 Q1013=
",SBKP
1666126800000,"METAF SBKP 182100Z  12013KT CAVOK 25/17 Q1017=
",SBKP
1666130400000,"METAF SBKP 182200Z  11013KT CAVOK 23/17 Q1015=
",SBKP
1666134000000,"METAF SBKP 182300Z  12015KT CAVOK 21/17 Q1015=
",SBKP
1666137600000,"METAF SBKP 190000Z  12016KT 6000       SCT033   19/16 Q1020=
",SBKP
1666141200000,"METAF SBKP 190100Z  11016KT 4000     BR BKN033   18/16 Q1017=
",SBKP
1666144800000,"METAF SBKP 190200Z  12015KT 3000     BR BKN033   18/16 Q1017=
",SBKP
1666148400000,"METAF SBKP 190300Z  12015KT 3000     BR BKN033   18/16 Q1020=
",SBKP
1666152000000,"METAF SBKP 190400Z  12015KT 2000     BR OVC033   17/16 Q1018=
",SBKP
1666155600000,"METAF SBKP 190500Z  11014KT 2000     BR BKN033   17/16 Q1016=
",SBKP
1666159200000,"METAF SBKP 190600Z  10011KT 3000     BR BKN033   18/16 Q1018=
",SBKP
1666162800000,"METAF SBKP 190700Z 09009KT 3000     BR SCT033   17/15 Q1016=
",SBKP
1666166400000,"METAF SBKP 190800Z 07010KT 4000     BR SCT033   18/15 Q1016=
",SBKP
1666170000000,"METAF SBKP 190900Z 09007KT 4000     BR SCT033   18/16 Q1021=
",SBKP
1666173600000,"METAF SBKP 191000Z 08009KT 9000       FEW033   21/16 Q1019=
",SBKP
1666177200000,"METAF SBKP 191100Z 06010KT 9999       FEW027   23/16 Q1018=
",SBKP
1666180800000,"METAF SBKP 191200Z 06009KT 9999       FEW033   25/16 Q1019=
",SBKP
1666184400000,"METAF SBKP 191300Z 03007KT CAVOK 27/15 Q1018=
",SBKP
1666188000000,"METAF SBKP 191400Z  36008KT CAVOK 28/14 Q1016=
",SBKP
1666191600000,"METAF SBKP 191500Z  35008KT CAVOK 30/13 Q1016=
",SBKP
1666195200000,"METAF SBKP 191600Z  34008KT CAVOK 30/12 Q1015=
",SBKP
1666198800000,"METAF SBKP 191700Z  32006KT CAVOK 31/12 Q1012=
",SBKP
1666202400000,"METAF SBKP 191800Z  30007KT CAVOK 31/12 Q1012=
",SBKP
1666206000000,"METAF SBKP 191900Z  29005KT CAVOK 31/12 Q1009=
",SBKP
1666209600000,"METAF SBKP 192000Z  28006KT CAVOK 30/12 Q1010=
",SBKP
1666213200000,"METAF SBKP 192100Z  25005KT CAVOK 29/13 Q1014=
",SBKP
1666216800000,"METAF SBKP 192200Z  20005KT CAVOK 27/13 Q1011=
",SBKP
1666220400000,"METAF SBKP 192300Z  15009KT CAVOK 26/14 Q1012=
",SBKP
1666224000000,"METAF SBKP 200000Z 08007KT CAVOK 21/14 Q1015=
",SBKP
1666227600000,"METAF SBKP 200100Z 09005KT CAVOK 20/14 Q1015=
",SBKP
1666231200000,"METAF SBKP 200200Z 09005KT CAVOK 19/14 Q1014=
",SBKP
1666234800000,"METAF SBKP 200300Z 09006KT CAVOK 19/14 Q1018=
",SBKP
1666238400000,"METAF SBKP 200400Z 08007KT CAVOK 19/14 Q1015=
",SBKP
1666242000000,"METAF SBKP 200500Z 09006KT CAVOK 18/14 Q1012=
",SBKP
1666245600000,"METAF SBKP 200600Z 08006KT CAVOK 18/13 Q1013=
",SBKP
1666249200000,"METAF SBKP 200700Z 07006KT CAVOK 17/13 Q1013=
",SBKP
1666252800000,"METAF SBKP 200800Z 06006KT CAVOK 17/13 Q1012=
",SBKP
1666256400000,"METAF SBKP 200900Z 06005KT CAVOK 18/14 Q1012=
",SBKP
1666260000000,"METAF SBKP 201000Z 03009KT CAVOK 22/14 Q1014=
",SBKP
1666263600000,"METAF SBKP 201100Z 02012KT CAVOK 24/15 Q1013=
",SBKP
1666267200000,"METAF SBKP 201200Z 02011KT CAVOK 26/15 Q1014=
",SBKP
1666270800000,"METAF SBKP 201300Z 01010KT CAVOK 28/14 Q1014=
",SBKP
1666310400000,"METAF SBKP 210000Z 09010KT CAVOK 23/18 Q1012=
",SBKP
1666314000000,"METAF SBKP 210100Z 09011KT CAVOK 22/17 Q1010=
",SBKP
1666317600000,"METAF SBKP 210200Z 07007KT CAVOK 22/17 Q1008=
",SBKP
1666321200000,"METAF SBKP 210300Z 07005KT CAVOK 21/16 Q1011=
",SBKP
1666324800000,"METAF SBKP 210400Z 06006KT CAVOK 21/16 Q1010=
",SBKP
1666328400000,"METAF SBKP 210500Z 05007KT CAVOK 21/16 Q1006=
",SBKP
1666332000000,"METAF SBKP 210600Z 03003KT CAVOK 20/13 Q1009=
",SBKP
1666335600000,"METAF SBKP 210700Z  31003KT CAVOK 19/14 Q1008=
",SBKP
1666339200000,"METAF SBKP 210800Z  24012KT 1000  - RABR OVC027   18/16 Q1011=
",SBKP
1666342800000,"METAF SBKP 210900Z  22006KT 1000  - RABR OVC013   18/17 Q1015=
",SBKP
1666346400000,"METAF SBKP 211000Z  23006KT 3000  - RABR BKN033   20/18 Q1015=
",SBKP
1666350000000,"METAF SBKP 211100Z  30003KT 6000    RA  BKN013   21/18 Q1012=
",SBKP
1666353600000,"METAF SBKP 211200Z  36012KT 9999    RA  FEW025   23/17 Q1012=
",SBKP
1666357200000,"METAF SBKP 211300Z  34016KT CAVOK 26/17 Q1011=
",SBKP
1666360800000,"METAF SBKP 211400Z  35018KT CAVOK 27/16 Q1009=
",SBKP
1666364400000,"METAF SBKP 211500Z  34018KT CAVOK 29/16 Q1008=
",SBKP
1666368000000,"METAF SBKP 211600Z  33018KT CAVOK 30/16 Q1008=
",SBKP
1666371600000,"METAF SBKP 211700Z  32017KT CAVOK 31/15 Q1005=
",SBKP
1666375200000,"METAF SBKP 211800Z  33012KT CAVOK 29/16 Q1009=
",SBKP
1666378800000,"METAF SBKP 211900Z  32009KT CAVOK 30/15 Q1006=
",SBKP
1666382400000,"METAF SBKP 212000Z  33010KT CAVOK 29/15 Q1005=
",SBKP
1666386000000,"METAF SBKP 212100Z  36005KT CAVOK 28/16 Q1009=
",SBKP
1666389600000,"METAF SBKP 212200Z 02005KT CAVOK 26/17 Q1008=
",SBKP
1666393200000,"METAF SBKP 212300Z 02004KT CAVOK 25/17 Q1007=
",SBKP
1666396800000,"METAF SBKP 220000Z  36006KT 9999       FEW033   21/16 Q1012=
",SBKP
1666400400000,"METAF SBKP 220100Z 02005KT 9999       FEW033   21/16 Q1011=
",SBKP
1666404000000,"METAF SBKP 220200Z 03007KT 9999       SCT033   20/15 Q1009=
",SBKP
1666407600000,"METAF SBKP 220300Z 01004KT 9999       SCT033   20/15 Q1013=
",SBKP
1666411200000,"METAF SBKP 220400Z 01006KT 9000       BKN033   19/15 Q1011=
",SBKP
1666414800000,"METAF SBKP 220500Z  36005KT 6000       BKN033   19/15 Q1009=
",SBKP
1666418400000,"METAF SBKP 220600Z 09003KT 3000     BR BKN032   18/16 Q1013=
",SBKP
1666422000000,"METAF SBKP 220700Z 05004KT 4000     BR BKN030   17/15 Q1012=
",SBKP
1666425600000,"METAF SBKP 220800Z 02005KT 3000     BR OVC028   17/15 Q1010=
",SBKP
1666429200000,"METAF SBKP 220900Z  35004KT 3000     BR OVC028   18/16 Q1016=
",SBKP
1666432800000,"METAF SBKP 221000Z  34005KT 7000       OVC028   20/16 Q1015=
",SBKP
1666436400000,"METAF SBKP 221100Z  31005KT 9999       BKN024   22/17 Q1013=
",SBKP
1666440000000,"METAF SBKP 221200Z  35002KT 9999       SCT028   23/16 Q1017=
",SBKP
1666443600000,"METAF SBKP 221300Z  27004KT 9999       BKN033   25/16 Q1015=
",SBKP
1666447200000,"METAF SBKP 221400Z  30004KT 9999       SCT033   26/15 Q1012=
",SBKP
1666450800000,"METAF SBKP 221500Z  28006KT 9999       FEW033   27/16 Q1016=
",SBKP
1666454400000,"METAF SBKP 221600Z  27007KT CAVOK 28/15 Q1013=
",SBKP
1666458000000,"METAF SBKP 221700Z  27007KT CAVOK 28/15 Q1009=
",SBKP
1666461600000,"METAF SBKP 221800Z  26007KT CAVOK 29/14 Q1010=
",SBKP
1666465200000,"METAF SBKP 221900Z  26007KT CAVOK 29/14 Q1010=
",SBKP
1666468800000,"METAF SBKP 222000Z  25006KT CAVOK 29/14 Q1009=
",SBKP
1666472400000,"METAF SBKP 222100Z  21005KT CAVOK 28/14 Q1010=
",SBKP
1666476000000,"METAF SBKP 222200Z  16006KT CAVOK 26/14 Q1012=
",SBKP
1666479600000,"METAF SBKP 222300Z  12014KT 9999       FEW032   23/17 Q1012=
",SBKP
1666483200000,"METAF SBKP 230000Z  11017KT 7000       SCT033   18/15 Q1017=
",SBKP
1666486800000,"METAF SBKP 230100Z  11017KT 5000     BR BKN033   18/15 Q1014=
",SBKP
1666490400000,"METAF SBKP 230200Z  11017KT 5000     BR BKN033   17/14 Q1012=
",SBKP
1666494000000,"METAF SBKP 230300Z  11016KT 5000     BR BKN033   17/14 Q1018=
",SBKP
1666497600000,"METAF SBKP 230400Z  12015KT 4000     BR BKN033   16/14 Q1015=
",SBKP
1666501200000,"METAF SBKP 230500Z  12015KT 3000     BR BKN033   16/14 Q1012=
",SBKP
1666504800000,"METAF SBKP 230600Z  12014KT 4000     BR BKN033   16/14 Q1016=
",SBKP
1666508400000,"METAF SBKP 230700Z  12014KT 3000     BR BKN033   16/13 Q1012=
",SBKP
1666512000000,"METAF SBKP 230800Z  11012KT 3000     BR BKN033   15/13 Q1013=
",SBKP
1666515600000,"METAF SBKP 230900Z  11011KT 4000     BR SCT033   16/13 Q1018=
",SBKP
1666519200000,"METAF SBKP 231000Z  10012KT 9000       SCT033   18/14 Q1016=
",SBKP
1666522800000,"METAF SBKP 231100Z  10011KT CAVOK 21/14 Q1015=
",SBKP
1666526400000,"METAF SBKP 231200Z 09007KT CAVOK 23/14 Q1018=
",SBKP
1666530000000,"METAF SBKP 231300Z 08002KT CAVOK 24/14 Q1015=
",SBKP
1666533600000,"METAF SBKP 231400Z  29002KT CAVOK 26/14 Q1015=
",SBKP
1666537200000,"METAF SBKP 231500Z  29004KT CAVOK 28/13 Q1018=
",SBKP
1666540800000,"METAF SBKP 231600Z  27006KT CAVOK 28/13 Q1014=
",SBKP
1666544400000,"METAF SBKP 231700Z  25008KT CAVOK 29/12 Q1011=
",SBKP
1666548000000,"METAF SBKP 231800Z  26005KT CAVOK 30/10 Q1013=
",SBKP
1666551600000,"METAF SBKP 231900Z  24006KT CAVOK 30/10 Q1008=
",SBKP
1666555200000,"METAF SBKP 232000Z  23007KT CAVOK 29/10 Q1009=
",SBKP
1666558800000,"METAF SBKP 232100Z  16012KT CAVOK 26/14 Q1016=
",SBKP
1666562400000,"METAF SBKP 232200Z  13015KT 9999       FEW033   22/16 Q1013=
",SBKP
1666566000000,"METAF SBKP 232300Z  12016KT 9999       SCT033   20/15 Q1013=
",SBKP
1666569600000,"METAF SBKP 240000Z  12017KT 6000       BKN033   18/15 Q1018=
",SBKP
1666573200000,"METAF SBKP 240100Z  12017KT 4000     BR BKN033   17/15 Q1014=
",SBKP
1666576800000,"METAF SBKP 240200Z  11016KT 3000     BR BKN033   17/15 Q1014=
",SBKP
1666580400000,"METAF SBKP 240300Z  11015KT 4000     BR BKN033   17/15 Q1018=
",SBKP
1666584000000,"METAF SBKP 240400Z  11012KT 3000     BR BKN033   16/15 Q1015=
",SBKP
1666587600000,"METAF SBKP 240500Z  10011KT 2000     BR BKN033   16/15 Q1013=
",SBKP
1666591200000,"METAF SBKP 240600Z  11010KT 2000     BR BKN033   16/15 Q1015=
",SBKP
1666594800000,"METAF SBKP 240700Z  11009KT 2000     BR BKN033   16/15 Q1011=
",SBKP
1666598400000,"METAF SBKP 240800Z  11008KT 2000     BR BKN033   16/15 Q1013=
",SBKP
1666602000000,"METAF SBKP 240900Z  11007KT 3000     BR BKN033   17/15 Q1019=
",SBKP
1666605600000,"METAF SBKP 241000Z 09007KT 8000       FEW033   19/15 Q1016=
",SBKP
1666609200000,"METAF SBKP 241100Z 06006KT 9999       FEW033   22/15 Q1015=
",SBKP
1666612800000,"METAF SBKP 241200Z 09006KT 9999       FEW033   25/15 Q1017=
",SBKP
1666616400000,"METAF SBKP 241300Z  11001KT 9999       FEW033   26/15 Q1014=
",SBKP
1666620000000,"METAF SBKP 241400Z  28003KT CAVOK 27/14 Q1014=
",SBKP
1666623600000,"METAF SBKP 241500Z  26007KT CAVOK 29/13 Q1018=
",SBKP
1666627200000,"METAF SBKP 241600Z  25008KT CAVOK 29/13 Q1014=
",SBKP
1666630800000,"METAF SBKP 241700Z  25008KT CAVOK 30/11 Q1010=
",SBKP
1666634400000,"METAF SBKP 241800Z  23005KT CAVOK 31/08 Q1012=
",SBKP
1666638000000,"METAF SBKP 241900Z  21004KT CAVOK 30/09 Q1008=
",SBKP
1666641600000,"METAF SBKP 242000Z  14014KT CAVOK 27/16 Q1009=
",SBKP
1666645200000,"METAF SBKP 242100Z  14014KT 9999       SCT033   25/17 Q1015=
",SBKP
1666648800000,"METAF SBKP 242200Z  13013KT 9999       FEW026   23/17 Q1013=
",SBKP
1666652400000,"METAF SBKP 242300Z  12014KT 9999       SCT029   21/17 Q1011=
",SBKP
1666656000000,"METAF SBKP 250000Z  12018KT 7000       BKN032   19/16 Q1017=
",SBKP
1666659600000,"METAF SBKP 250100Z  12018KT 4000     BR BKN024   18/16 Q1013=
",SBKP
1666663200000,"METAF SBKP 250200Z  12016KT 3000     BR BKN026   18/16 Q1013=
",SBKP
1666666800000,"METAF SBKP 250300Z  12014KT 3000     BR BKN028   18/16 Q1018=
",SBKP
1666670400000,"METAF SBKP 250400Z  11012KT 2000     BR OVC031   17/16 Q1015=
",SBKP
1666674000000,"METAF SBKP 250500Z  11012KT 1000     BR OVC026   17/16 Q1011=
",SBKP
1666677600000,"METAF SBKP 250600Z  11013KT 2000     BR BKN025   17/15 Q1016=
",SBKP
