hora,troca,aero
1675170000000,1,CT
1675173600000,1,CT
1675177200000,1,CT
1675180800000,1,CT
1675184400000,1,CT
1675188000000,1,CT
1675191600000,1,CT
1675195200000,1,CT
1675198800000,1,CT
1675202400000,1,CT
1675206000000,0,CT
1675209600000,1,CT
1675213200000,1,CT
1675216800000,1,CT
1675220400000,1,CT
1675224000000,1,CT
1675227600000,1,CT
1675231200000,1,CT
1675234800000,1,CT
1675238400000,1,CT
1675242000000,1,CT
1675245600000,1,CT
1675249200000,1,CT
1675252800000,1,CT
1675256400000,1,CT
1675260000000,1,CT
1675263600000,1,CT
1675267200000,1,CT
1675270800000,1,CT
1675274400000,1,CT
1675278000000,1,CT
1675281600000,0,CT
1675285200000,0,CT
1675288800000,1,CT
1675292400000,0,CT
1675296000000,0,CT
1675299600000,0,CT
1675303200000,0,CT
1675306800000,1,CT
1675310400000,1,CT
1675314000000,1,CT
1675317600000,1,CT
1675321200000,1,CT
1675324800000,1,CT
1675328400000,1,CT
1675332000000,1,CT
1675335600000,1,CT
1675339200000,1,CT
1675342800000,1,CT
1675346400000,1,CT
1675350000000,1,CT
1675353600000,1,CT
1675357200000,1,CT
1675360800000,1,CT
1675364400000,1,CT
1675368000000,1,CT
1675371600000,1,CT
1675375200000,1,CT
1675378800000,1,CT
1675382400000,1,CT
1675386000000,1,CT
1675389600000,1,CT
1675393200000,1,CT
1675396800000,1,CT
1675400400000,1,CT
1675404000000,1,CT
1675407600000,1,CT
1675411200000,1,CT
1675414800000,1,CT
1675418400000,1,CT
1675422000000,1,CT
1675425600000,1,CT
1675429200000,0,CT
1675432800000,0,CT
1675436400000,0,CT
1675440000000,0,CT
1675443600000,1,CT
1675447200000,1,CT
1675450800000,1,CT
1675454400000,1,CT
1675458000000,1,CT
1675461600000,1,CT
1675465200000,1,CT
1675468800000,1,CT
1675472400000,1,CT
1675476000000,1,CT
1675479600000,1,CT
1675483200000,1,CT
1675486800000,1,CT
1675490400000,1,CT
1675494000000,1,CT
1675497600000,1,CT
1675501200000,1,CT
1675504800000,1,CT
1675508400000,0,CT
1675512000000,0,CT
1675515600000,0,CT
1675519200000,0,CT
1675522800000,0,CT
1675526400000,0,CT
1675530000000,0,CT
1675533600000,0,CT
1675537200000,0,CT
1675540800000,0,CT
1675544400000,1,CT
1675548000000,0,CT
1675551600000,0,CT
1675555200000,1,CT
1675558800000,1,CT
1675562400000,1,CT
1675566000000,1,CT
1675569600000,1,CT
1675573200000,1,CT
1675576800000,1,CT
1675580400000,1,CT
1675584000000,1,CT
1675587600000,1,CT
1675591200000,1,CT
1675594800000,0,CT
1675598400000,0,CT
1675602000000,0,CT
1675605600000,0,CT
1675609200000,0,CT
1675612800000,0,CT
1675616400000,1,CT
1675620000000,1,CT
1675623600000,1,CT
1675627200000,1,CT
1675630800000,1,CT
1675634400000,1,CT
1675638000000,1,CT
1675641600000,0,CT
1675645200000,0,CT
1675648800000,1,CT
1675652400000,1,CT
1675656000000,1,CT
1675659600000,1,CT
1675663200000,1,CT
1675666800000,1,CT
1675670400000,1,CT
1675674000000,1,CT
1675677600000,1,CT
1675681200000,0,CT
1675684800000,1,CT
1675688400000,1,CT
1675692000000,1,CT
1675695600000,1,CT
1675699200000,1,CT
1675702800000,1,CT
1675706400000,1,CT
1675710000000,1,CT
1675713600000,1,CT
1675717200000,1,CT
1675720800000,0,CT
1675724400000,0,CT
1675728000000,0,CT
1675731600000,0,CT
1675735200000,0,CT
1675738800000,0,CT
1675742400000,0,CT
1675746000000,0,CT
1675749600000,0,CT
1675753200000,0,CT
1675756800000,0,CT
1675760400000,0,CT
1675764000000,0,CT
1675767600000,0,CT
1675771200000,0,CT
1675774800000,0,CT
1675778400000,0,CT
1675782000000,1,CT
1675785600000,1,CT
1675789200000,1,CT
1675792800000,1,CT
1675796400000,0,CT
1675800000000,0,CT
1675803600000,0,CT
1675807200000,0,CT
1675810800000,0,CT
1675814400000,0,CT
1675818000000,0,CT
1675821600000,0,CT
1675825200000,0,CT
1675828800000,0,CT
1675832400000,0,CT
1675836000000,0,CT
1675839600000,0,CT
1675843200000,0,CT
1675846800000,0,CT
1675850400000,0,CT
1675854000000,0,CT
1675857600000,0,CT
1675861200000,0,CT
1675864800000,1,CT
1675868400000,0,CT
1675872000000,1,CT
1675875600000,1,CT
1675879200000,1,CT
1675882800000,1,CT
1675886400000,0,CT
1675890000000,0,CT
1675893600000,0,CT
1675897200000,0,CT
1675900800000,0,CT
1675904400000,0,CT
1675908000000,0,CT
1675911600000,0,CT
1675915200000,0,CT
1675918800000,0,CT
1675922400000,0,CT
1675926000000,0,CT
1675929600000,0,CT
1675933200000,0,CT
1675936800000,0,CT
1675940400000,0,CT
1675944000000,0,CT
1675947600000,0,CT
1675951200000,0,CT
1675954800000,0,CT
1675958400000,0,CT
1675962000000,0,CT
1675965600000,1,CT
1675969200000,0,CT
1675972800000,0,CT
1675976400000,0,CT
1675980000000,0,CT
1675983600000,0,CT
1675987200000,0,CT
1675990800000,0,CT
1675994400000,0,CT
1675998000000,0,CT
1676001600000,0,CT
1676005200000,0,CT
1676008800000,0,CT
1676012400000,0,CT
1676016000000,0,CT
1676019600000,0,CT
1676023200000,0,CT
1676026800000,0,CT
1676030400000,0,CT
1676034000000,0,CT
1676037600000,0,CT
1676041200000,0,CT
1676044800000,1,CT
1676048400000,1,CT
1676052000000,1,CT
1676055600000,0,CT
1676059200000,0,CT
1676062800000,0,CT
1676066400000,0,CT
1676070000000,0,CT
1676073600000,0,CT
1676077200000,0,CT
1676080800000,0,CT
1676084400000,0,CT
1676088000000,0,CT
1676091600000,0,CT
1676095200000,0,CT
1676098800000,0,CT
1676102400000,0,CT
1676106000000,1,CT
1676109600000,1,CT
1676113200000,1,CT
1676116800000,1,CT
1676120400000,1,CT
1676124000000,1,CT
1676127600000,0,CT
1676131200000,0,CT
1676134800000,1,CT
1676138400000,1,CT
1676142000000,1,CT
1676145600000,1,CT
1676149200000,1,CT
1676152800000,1,CT
1676156400000,0,CT
1676160000000,0,CT
1676163600000,0,CT
1676167200000,0,CT
1676170800000,0,CT
1676174400000,0,CT
1676178000000,0,CT
1676181600000,0,CT
1676185200000,0,CT
1676188800000,1,CT
1676192400000,1,CT
1676196000000,1,CT
1676199600000,1,CT
1676203200000,1,CT
1676206800000,1,CT
1676210400000,1,CT
1676214000000,0,CT
1676217600000,0,CT
1676221200000,1,CT
1676224800000,1,CT
1676228400000,1,CT
1676232000000,1,CT
1676235600000,1,CT
1676239200000,0,CT
1676242800000,0,CT
1676246400000,0,CT
1676250000000,0,CT
1676253600000,0,CT
1676257200000,0,CT
1676260800000,0,CT
1676264400000,0,CT
1676268000000,0,CT
1676271600000,0,CT
1676275200000,0,CT
1676278800000,0,CT
1676282400000,1,CT
1676286000000,1,CT
1676289600000,1,CT
1676293200000,1,CT
1676296800000,0,CT
1676300400000,0,CT
1676304000000,0,CT
1676307600000,0,CT
1676311200000,0,CT
1676314800000,1,CT
1676318400000,1,CT
1676322000000,1,CT
1676325600000,1,CT
1676329200000,0,CT
1676332800000,0,CT
1676336400000,0,CT
1676340000000,1,CT
1676343600000,0,CT
1676347200000,0,CT
1676350800000,0,CT
1676354400000,1,CT
1676358000000,1,CT
1676361600000,1,CT
1676365200000,1,CT
1676368800000,0,CT
1676372400000,1,CT
1676376000000,1,CT
1676379600000,0,CT
1676383200000,0,CT
1676386800000,0,CT
1676390400000,0,CT
1676394000000,0,CT
1676397600000,0,CT
1676401200000,0,CT
1676404800000,0,CT
1676408400000,1,CT
1676412000000,1,CT
1676415600000,1,CT
1676419200000,1,CT
1676422800000,1,CT
1676426400000,1,CT
1676430000000,1,CT
1676433600000,1,CT
1676437200000,1,CT
1676440800000,1,CT
1676444400000,1,CT
1676448000000,0,CT
1676451600000,0,CT
1676455200000,0,CT
1676458800000,0,CT
1676462400000,0,CT
1676466000000,0,CT
1676469600000,0,CT
1676473200000,0,CT
1676476800000,0,CT
1676480400000,0,CT
1676484000000,0,CT
1676487600000,0,CT
1676491200000,1,CT
1676494800000,1,CT
1676498400000,0,CT
1676502000000,1,CT
1676505600000,0,CT
1676509200000,0,CT
1676512800000,0,CT
1676516400000,0,CT
1676520000000,0,CT
1676523600000,0,CT
1676527200000,0,CT
1676530800000,0,CT
1676534400000,0,CT
1676538000000,0,CT
1676541600000,0,CT
1676545200000,0,CT
1676548800000,0,CT
1676552400000,0,CT
1676556000000,0,CT
1676559600000,0,CT
1676563200000,0,CT
1676566800000,0,CT
1676570400000,0,CT
1676574000000,0,CT
1676577600000,0,CT
1676581200000,0,CT
1676584800000,0,CT
1676588400000,1,CT
1676592000000,1,CT
1676595600000,1,CT
1676599200000,1,CT
1676602800000,0,CT
1676606400000,0,CT
1676610000000,0,CT
1676613600000,0,CT
1676617200000,0,CT
1676620800000,0,CT
1676624400000,0,CT
1676628000000,0,CT
1676631600000,0,CT
1676635200000,0,CT
1676638800000,0,CT
1676642400000,0,CT
1676646000000,0,CT
1676649600000,0,CT
1676653200000,0,CT
1676656800000,0,CT
1676660400000,0,CT
1676664000000,0,CT
1676667600000,0,CT
1676671200000,0,CT
1676674800000,0,CT
1676678400000,1,CT
1676682000000,1,CT
1676685600000,1,CT
1676689200000,0,CT
1676692800000,0,CT
1676696400000,0,CT
1676700000000,1,CT
1676703600000,1,CT
1676707200000,1,CT
1676710800000,1,CT
1676714400000,1,CT
1676718000000,1,CT
1676721600000,1,CT
1676725200000,1,CT
1676728800000,1,CT
1676732400000,1,CT
1676736000000,1,CT
1676739600000,1,CT
1676743200000,1,CT
1676746800000,1,CT
1676750400000,1,CT
1676754000000,1,CT
1676757600000,1,CT
1676761200000,1,CT
1676764800000,1,CT
1676768400000,1,CT
1676772000000,1,CT
1676775600000,1,CT
1676779200000,1,CT
1676782800000,1,CT
1676786400000,1,CT
1676790000000,1,CT
1676793600000,1,CT
1676797200000,1,CT
1676800800000,1,CT
1676804400000,1,CT
1676808000000,1,CT
1676811600000,1,CT
1676815200000,1,CT
1676818800000,1,CT
1676822400000,1,CT
1676826000000,1,CT
1676829600000,1,CT
1676833200000,1,CT
1676836800000,1,CT
1676840400000,1,CT
1676844000000,1,CT
1676847600000,1,CT
1676851200000,1,CT
1676854800000,0,CT
1676858400000,0,CT
1676862000000,0,CT
1676865600000,0,CT
1676869200000,0,CT
1676872800000,0,CT
1676876400000,0,CT
1676880000000,0,CT
1676883600000,0,CT
1676887200000,0,CT
1676890800000,0,CT
1676894400000,0,CT
1676898000000,0,CT
1676901600000,0,CT
1676905200000,0,CT
1676908800000,0,CT
1676912400000,1,CT
1676916000000,1,CT
1676919600000,0,CT
1676923200000,0,CT
1676926800000,0,CT
1676930400000,0,CT
1676934000000,0,CT
1676937600000,0,CT
1676941200000,0,CT
1676944800000,0,CT
1676948400000,0,CT
1676952000000,0,CT
1676955600000,0,CT
1676959200000,0,CT
1676962800000,0,CT
1676966400000,1,CT
1676970000000,1,CT
1676973600000,1,CT
1676977200000,1,CT
1676980800000,1,CT
1676984400000,1,CT
1676988000000,0,CT
1676991600000,0,CT
1676995200000,0,CT
1676998800000,0,CT
1677002400000,1,CT
1677006000000,1,CT
1677009600000,1,CT
1677013200000,1,CT
1677016800000,1,CT
1677020400000,0,CT
1677024000000,0,CT
1677027600000,0,CT
1677031200000,0,CT
1677034800000,0,CT
1677038400000,0,CT
1677042000000,0,CT
1677045600000,0,CT
1677049200000,0,CT
1677052800000,1,CT
1677056400000,1,CT
1677060000000,1,CT
1677063600000,1,CT
1677067200000,1,CT
1677070800000,1,CT
1677074400000,1,CT
1677078000000,1,CT
1677081600000,1,CT
1677085200000,1,CT
1677088800000,0,CT
1677092400000,0,CT
1677096000000,0,CT
1677099600000,0,CT
1677103200000,0,CT
1677106800000,0,CT
1677110400000,0,CT
1677114000000,0,CT
1677117600000,0,CT
1677121200000,0,CT
1677124800000,0,CT
1677128400000,0,CT
1677132000000,0,CT
1677135600000,0,CT
1677139200000,0,CT
1677142800000,0,CT
1677146400000,0,CT
1677150000000,0,CT
1677153600000,0,CT
1677157200000,0,CT
1677160800000,0,CT
1677164400000,0,CT
1677168000000,1,CT
1677171600000,0,CT
1677175200000,0,CT
1677178800000,0,CT
1677182400000,0,CT
1677186000000,0,CT
1677189600000,0,CT
1677193200000,0,CT
1677196800000,0,CT
1677200400000,0,CT
1677204000000,0,CT
1677207600000,0,CT
1677211200000,0,CT
1677214800000,0,CT
1677218400000,0,CT
1677222000000,0,CT
1677225600000,0,CT
1677229200000,0,CT
1677232800000,0,CT
1677236400000,0,CT
1677240000000,1,CT
1677243600000,1,CT
1677247200000,1,CT
1677250800000,1,CT
1677254400000,1,CT
1677258000000,1,CT
1677261600000,1,CT
1677265200000,1,CT
1677268800000,1,CT
1677272400000,1,CT
1677276000000,1,CT
1677279600000,1,CT
1677283200000,0,CT
1677286800000,0,CT
1677290400000,1,CT
1677294000000,1,CT
1677297600000,1,CT
1677301200000,1,CT
1677304800000,1,CT
1677308400000,1,CT
1677312000000,1,CT
1677315600000,1,CT
1677319200000,0,CT
1677322800000,0,CT
1677326400000,0,CT
1677330000000,0,CT
1677333600000,0,CT
1677337200000,0,CT
1677340800000,0,CT
1677344400000,0,CT
1677348000000,0,CT
1677351600000,0,CT
1677355200000,0,CT
1677358800000,0,CT
1677362400000,1,CT
1677366000000,1,CT
1677369600000,1,CT
1677373200000,1,CT
1677376800000,1,CT
1677380400000,1,CT
1677384000000,1,CT
1677387600000,0,CT
1677391200000,1,CT
1677394800000,1,CT
1677398400000,1,CT
1677402000000,1,CT
1677405600000,1,CT
1677409200000,1,CT
1677412800000,1,CT
1677416400000,1,CT
1677420000000,0,CT
1677423600000,1,CT
1677427200000,1,CT
1677430800000,1,CT
1677434400000,1,CT
1677438000000,1,CT
1677441600000,1,CT
1677445200000,1,CT
1677448800000,1,CT
1677452400000,0,CT
1677456000000,0,CT
1677459600000,0,CT
1677463200000,0,CT
1677466800000,0,CT
1677470400000,0,CT
1677474000000,0,CT
1677477600000,0,CT
1677481200000,0,CT
1677484800000,0,CT
1677488400000,0,CT
1677492000000,0,CT
1677495600000,0,CT
1677499200000,0,CT
1677502800000,0,CT
1677506400000,0,CT
1677510000000,0,CT
1677513600000,0,CT
1677517200000,0,CT
1677520800000,0,CT
1677524400000,0,CT
1677528000000,0,CT
1677531600000,0,CT
1677535200000,0,CT
1677538800000,0,CT
1677542400000,0,CT
1677546000000,0,CT
1677549600000,0,CT
1677553200000,0,CT
1677556800000,0,CT
1677560400000,0,CT
1677564000000,0,CT
1677567600000,0,CT
1677571200000,0,CT
1677574800000,0,CT
1677578400000,0,CT
1677582000000,0,CT
1677585600000,0,CT
1677589200000,0,CT
1677592800000,0,CT
1677596400000,0,CT
1677600000000,0,CT
1677603600000,0,CT
1677607200000,1,CT
1677610800000,0,CT
1677614400000,0,CT
1677618000000,0,CT
1677621600000,0,CT
1677625200000,0,CT
1677628800000,0,CT
1677632400000,0,CT
1677636000000,0,CT
1677639600000,0,CT
1677643200000,0,CT
1677646800000,0,CT
1677650400000,0,CT
1677654000000,0,CT
1677657600000,0,CT
1677661200000,0,CT
1677664800000,0,CT
1677668400000,0,CT
1677672000000,1,CT
1677675600000,1,CT
1677679200000,1,CT
1677682800000,1,CT
1677686400000,0,CT
1677690000000,0,CT
1677693600000,1,CT
1677697200000,1,CT
1677700800000,0,CT
1677704400000,0,CT
1677708000000,0,CT
1677711600000,0,CT
1677715200000,0,CT
1677718800000,0,CT
1677722400000,0,CT
1677726000000,0,CT
1677729600000,0,CT
1677733200000,0,CT
1677736800000,0,CT
1677740400000,0,CT
1677744000000,1,CT
1677747600000,1,CT
1677751200000,1,CT
1677754800000,1,CT
1677758400000,1,CT
1677762000000,1,CT
1677765600000,1,CT
1677769200000,1,CT
1677772800000,1,CT
1677776400000,0,CT
1677780000000,1,CT
1677783600000,1,CT
1677787200000,1,CT
1677790800000,1,CT
1677794400000,0,CT
1677798000000,0,CT
1677801600000,0,CT
1677805200000,0,CT
1677808800000,0,CT
1677812400000,0,CT
1677816000000,0,CT
1677819600000,0,CT
1677823200000,0,CT
1677826800000,0,CT
1677830400000,0,CT
1677834000000,0,CT
1677837600000,0,CT
1677841200000,0,CT
1677844800000,1,CT
1677848400000,0,CT
1677852000000,1,CT
1677855600000,0,CT
1677859200000,1,CT
1677862800000,0,CT
1677866400000,1,CT
1677870000000,1,CT
1677873600000,1,CT
1677877200000,1,CT
1677880800000,0,CT
1677884400000,0,CT
1677888000000,0,CT
1677891600000,0,CT
1677895200000,0,CT
1677898800000,0,CT
1677902400000,0,CT
1677906000000,0,CT
1677909600000,1,CT
1677913200000,1,CT
1677916800000,1,CT
1677920400000,1,CT
1677924000000,1,CT
1677927600000,1,CT
1677931200000,1,CT
1677934800000,1,CT
1677938400000,1,CT
1677942000000,0,CT
1677945600000,0,CT
1677949200000,0,CT
1677952800000,0,CT
1677956400000,1,CT
1677960000000,1,CT
1677963600000,1,CT
1677967200000,1,CT
1677970800000,1,CT
1677974400000,0,CT
1677978000000,0,CT
1677981600000,0,CT
1677985200000,0,CT
1677988800000,0,CT
1677992400000,1,CT
1677996000000,1,CT
1677999600000,0,CT
1678003200000,0,CT
1678006800000,0,CT
1678010400000,0,CT
1678014000000,0,CT
1678017600000,0,CT
1678021200000,0,CT
1678024800000,0,CT
1678028400000,0,CT
1678032000000,0,CT
1678035600000,0,CT
1678039200000,1,CT
1678042800000,0,CT
1678046400000,1,CT
1678050000000,1,CT
1678053600000,0,CT
1678057200000,0,CT
1678060800000,0,CT
1678064400000,0,CT
1678068000000,0,CT
1678071600000,0,CT
1678075200000,0,CT
1678078800000,0,CT
1678082400000,0,CT
1678086000000,0,CT
1678089600000,0,CT
1678093200000,0,CT
1678096800000,0,CT
1678100400000,0,CT
1678104000000,0,CT
1678107600000,0,CT
1678111200000,0,CT
1678114800000,0,CT
1678118400000,0,CT
1678122000000,0,CT
1678125600000,0,CT
1678129200000,0,CT
1678132800000,0,CT
1678136400000,0,CT
1678140000000,0,CT
1678143600000,0,CT
1678147200000,0,CT
1678150800000,0,CT
1678154400000,0,CT
1678158000000,0,CT
1678161600000,0,CT
1678165200000,0,CT
1678168800000,0,CT
1678172400000,0,CT
1678176000000,0,CT
1678179600000,0,CT
1678183200000,0,CT
1678186800000,0,CT
1678190400000,0,CT
1678194000000,0,CT
1678197600000,0,CT
1678201200000,0,CT
1678204800000,0,CT
1678208400000,0,CT
1678212000000,0,CT
1678215600000,0,CT
1678219200000,0,CT
1678222800000,0,CT
1678226400000,0,CT
1678230000000,0,CT
1678233600000,0,CT
1678237200000,0,CT
1678240800000,0,CT
1678244400000,0,CT
1678248000000,0,CT
1678251600000,0,CT
1678255200000,0,CT
1678258800000,0,CT
1678262400000,0,CT
1678266000000,0,CT
1678269600000,0,CT
1678273200000,0,CT
1678276800000,0,CT
1678280400000,0,CT
1678284000000,1,CT
1678287600000,0,CT
1678291200000,1,CT
1678294800000,0,CT
1678298400000,1,CT
1678302000000,0,CT
1678305600000,1,CT
1678309200000,1,CT
1678312800000,0,CT
1678316400000,0,CT
1678320000000,0,CT
1678323600000,0,CT
1678327200000,0,CT
1678330800000,1,CT
1678334400000,1,CT
1678338000000,1,CT
1678341600000,1,CT
1678345200000,1,CT
1678348800000,1,CT
1678352400000,1,CT
1678356000000,1,CT
1678359600000,1,CT
1678363200000,1,CT
1678366800000,1,CT
1678370400000,1,CT
1678374000000,1,CT
1678377600000,1,CT
1678381200000,1,CT
1678384800000,1,CT
1678388400000,1,CT
1678392000000,1,CT
1678395600000,0,CT
1678399200000,0,CT
1678402800000,0,CT
1678406400000,0,CT
1678410000000,0,CT
1678413600000,0,CT
1678417200000,0,CT
1678420800000,0,CT
1678424400000,0,CT
1678428000000,0,CT
1678431600000,0,CT
1678435200000,0,CT
1678438800000,0,CT
1678442400000,0,CT
1678446000000,0,CT
1678449600000,1,CT
1678453200000,0,CT
1678456800000,0,CT
1678460400000,0,CT
1678464000000,0,CT
1678467600000,0,CT
1678471200000,0,CT
1678474800000,1,CT
1678478400000,1,CT
1678482000000,1,CT
1678485600000,0,CT
1678489200000,0,CT
1678492800000,0,CT
1678496400000,0,CT
1678500000000,0,CT
1678503600000,0,CT
1678507200000,0,CT
1678510800000,0,CT
1678514400000,0,CT
1678518000000,0,CT
1678521600000,0,CT
1678525200000,0,CT
1678528800000,0,CT
1678532400000,0,CT
1678536000000,0,CT
1678539600000,0,CT
1678543200000,0,CT
1678546800000,1,CT
1678550400000,1,CT
1678554000000,1,CT
1678557600000,1,CT
1678561200000,1,CT
1678564800000,0,CT
1678568400000,0,CT
1678572000000,0,CT
1678575600000,0,CT
1678579200000,0,CT
1678582800000,0,CT
1678586400000,0,CT
1678590000000,0,CT
1678593600000,0,CT
1678597200000,0,CT
1678600800000,0,CT
1678604400000,0,CT
1678608000000,0,CT
1678611600000,0,CT
1678615200000,0,CT
1678618800000,0,CT
1678622400000,0,CT
1678626000000,0,CT
1678629600000,0,CT
1678633200000,0,CT
1678636800000,0,CT
1678640400000,0,CT
1678644000000,0,CT
1678647600000,0,CT
1678651200000,0,CT
1678654800000,0,CT
1678658400000,0,CT
1678662000000,0,CT
1678665600000,0,CT
1678669200000,0,CT
1678672800000,0,CT
1678676400000,0,CT
1678680000000,0,CT
1678683600000,0,CT
1678687200000,0,CT
1678690800000,0,CT
1678694400000,0,CT
1678698000000,0,CT
1678701600000,0,CT
1678705200000,0,CT
1678708800000,0,CT
1678712400000,0,CT
1678716000000,0,CT
1678719600000,0,CT
1678723200000,1,CT
1678726800000,1,CT
1678730400000,0,CT
1678734000000,0,CT
1678737600000,0,CT
1678741200000,0,CT
1678744800000,0,CT
1678748400000,0,CT
1678752000000,0,CT
1678755600000,0,CT
1678759200000,0,CT
1678762800000,0,CT
1678766400000,0,CT
1678770000000,0,CT
1678773600000,0,CT
1678777200000,0,CT
1678780800000,0,CT
1678784400000,0,CT
1678788000000,0,CT
1678791600000,0,CT
1678795200000,0,CT
1678798800000,0,CT
1678802400000,0,CT
1678806000000,0,CT
1678809600000,1,CT
1678813200000,1,CT
1678816800000,0,CT
1678820400000,0,CT
1678824000000,0,CT
1678827600000,0,CT
1678831200000,0,CT
1678834800000,0,CT
1678838400000,0,CT
1678842000000,0,CT
1678845600000,0,CT
1678849200000,0,CT
1678852800000,0,CT
1678856400000,0,CT
1678860000000,0,CT
1678863600000,0,CT
1678867200000,0,CT
1678870800000,0,CT
1678874400000,0,CT
1678878000000,0,CT
1678881600000,0,CT
1678885200000,0,CT
1678888800000,0,CT
1678892400000,0,CT
1678896000000,0,CT
1678899600000,0,CT
1678903200000,0,CT
1678906800000,0,CT
1678910400000,0,CT
1678914000000,0,CT
1678917600000,0,CT
1678921200000,0,CT
1678924800000,0,CT
1678928400000,0,CT
1678932000000,0,CT
1678935600000,0,CT
1678939200000,0,CT
1678942800000,0,CT
1678946400000,0,CT
1678950000000,0,CT
1678953600000,0,CT
1678957200000,0,CT
1678960800000,0,CT
1678964400000,0,CT
1678968000000,0,CT
1678971600000,0,CT
1678975200000,0,CT
1678978800000,0,CT
1678982400000,0,CT
1678986000000,0,CT
1678989600000,0,CT
1678993200000,0,CT
1678996800000,0,CT
1679000400000,0,CT
1679004000000,0,CT
1679007600000,0,CT
1679011200000,0,CT
1679014800000,0,CT
1679018400000,0,CT
1679022000000,0,CT
1679025600000,0,CT
1679029200000,0,CT
1679032800000,0,CT
1679036400000,0,CT
1679040000000,0,CT
1679043600000,0,CT
1679047200000,0,CT
1679050800000,0,CT
1679054400000,0,CT
1679058000000,0,CT
1679061600000,0,CT
1679065200000,0,CT
1679068800000,0,CT
1679072400000,0,CT
1679076000000,0,CT
1679079600000,0,CT
1679083200000,0,CT
1679086800000,0,CT
1679090400000,0,CT
1679094000000,0,CT
1679097600000,0,CT
1679101200000,0,CT
1679104800000,0,CT
1679108400000,0,CT
1679112000000,0,CT
1679115600000,0,CT
1679119200000,0,CT
1679122800000,0,CT
1679126400000,0,CT
1679130000000,0,CT
1679133600000,0,CT
1679137200000,0,CT
1679140800000,0,CT
1679144400000,0,CT
1679148000000,0,CT
1679151600000,0,CT
1679155200000,0,CT
1679158800000,0,CT
1679162400000,0,CT
1679166000000,0,CT
1679169600000,0,CT
1679173200000,0,CT
1679176800000,0,CT
1679180400000,0,CT
1679184000000,0,CT
1679187600000,0,CT
1679191200000,0,CT
1679194800000,0,CT
1679198400000,0,CT
1679202000000,0,CT
1679205600000,0,CT
1679209200000,0,CT
1679212800000,0,CT
1679216400000,0,CT
1679220000000,0,CT
1679223600000,0,CT
1679227200000,0,CT
1679230800000,0,CT
1679234400000,0,CT
1679238000000,0,CT
1679241600000,0,CT
1679245200000,0,CT
1679248800000,0,CT
1679252400000,0,CT
1679256000000,0,CT
1679259600000,0,CT
1679263200000,0,CT
1679266800000,0,CT
1679270400000,0,CT
1679274000000,0,CT
1679277600000,0,CT
1679281200000,0,CT
1679284800000,0,CT
1679288400000,0,CT
1679292000000,0,CT
1679295600000,0,CT
1679299200000,0,CT
1679302800000,0,CT
1679306400000,0,CT
1679310000000,0,CT
1679313600000,0,CT
1679317200000,0,CT
1679320800000,0,CT
1679324400000,1,CT
1679328000000,1,CT
1679331600000,0,CT
1679335200000,1,CT
1679338800000,1,CT
1679342400000,1,CT
1679346000000,0,CT
1679349600000,0,CT
1679353200000,0,CT
1679356800000,0,CT
1679360400000,0,CT
1679364000000,0,CT
1679367600000,0,CT
1679371200000,0,CT
1679374800000,0,CT
1679378400000,0,CT
1679382000000,0,CT
1679385600000,0,CT
1679389200000,0,CT
1679392800000,0,CT
1679396400000,0,CT
1679400000000,0,CT
1679403600000,0,CT
1679407200000,0,CT
1679410800000,0,CT
1679414400000,0,CT
1679418000000,0,CT
1679421600000,0,CT
1679425200000,0,CT
1679428800000,0,CT
1679432400000,0,CT
1679436000000,0,CT
1679439600000,0,CT
1679443200000,0,CT
1679446800000,0,CT
1679450400000,0,CT
1679454000000,0,CT
1679457600000,0,CT
1679461200000,0,CT
1679464800000,0,CT
1679468400000,0,CT
1679472000000,0,CT
1679475600000,0,CT
1679479200000,0,CT
1679482800000,0,CT
1679486400000,0,CT
1679490000000,0,CT
1679493600000,0,CT
1679497200000,0,CT
1679500800000,0,CT
1679504400000,0,CT
1679508000000,0,CT
1679511600000,0,CT
1679515200000,0,CT
1679518800000,0,CT
1679522400000,0,CT
1679526000000,0,CT
1679529600000,0,CT
1679533200000,0,CT
1679536800000,0,CT
1679540400000,0,CT
1679544000000,0,CT
1679547600000,0,CT
1679551200000,0,CT
1679554800000,0,CT
1679558400000,0,CT
1679562000000,0,CT
1679565600000,0,CT
1679569200000,0,CT
1679572800000,0,CT
1679576400000,0,CT
1679580000000,0,CT
1679583600000,0,CT
1679587200000,0,CT
1679590800000,0,CT
1679594400000,0,CT
1679598000000,0,CT
1679601600000,0,CT
1679605200000,0,CT
1679608800000,0,CT
1679612400000,0,CT
1679616000000,0,CT
1679619600000,0,CT
1679623200000,0,CT
1679626800000,0,CT
1679630400000,0,CT
1679634000000,0,CT
1679637600000,0,CT
1679641200000,0,CT
1679644800000,0,CT
1679648400000,0,CT
1679652000000,0,CT
1679655600000,0,CT
1679659200000,1,CT
1679662800000,1,CT
1679666400000,1,CT
1679670000000,0,CT
1679673600000,1,CT
1679677200000,1,CT
1679680800000,1,CT
1679684400000,1,CT
1679688000000,1,CT
1679691600000,0,CT
1679695200000,0,CT
1679698800000,0,CT
1679702400000,0,CT
1679706000000,0,CT
1679709600000,0,CT
1679713200000,0,CT
1679716800000,0,CT
1679720400000,0,CT
1679724000000,0,CT
1679727600000,0,CT
1679731200000,0,CT
1679734800000,0,CT
1679738400000,0,CT
1679742000000,0,CT
